機構名稱,機構代碼,地址全址,特約服務項目,機構電話,電子郵件,機構負責人姓名,特約起日,特約迄日,最後異動時間
屏東縣私立初禾居家長照機構,1X1600043,屏東縣東港鎮東光里4鄰長春二路50號2樓,喘息服務,08-8353151,love.sw8353151@gmail.com,王詩媛                ,20220520,20231231,20240104 08:03:45
屏東縣私立初禾居家長照機構,1X1600043,屏東縣東港鎮東光里4鄰長春二路50號2樓,喘息服務,08-8353151,love.sw8353151@gmail.com,王詩媛                ,20240101,20261231,20240104 08:07:11
利鎮物業管理顧問有限公司附設新北市私立利鎮居家長照機構,1R0200038,新北市汐止區福安里仁愛路193號1樓,喘息服務,02-26412987,shinyicare@gmail.com,張萬利,20220211,20241231,20220217 11:29:56
利鎮物業管理顧問有限公司附設新北市私立利鎮居家長照機構,1R0200038,新北市汐止區福安里仁愛路193號1樓,居家服務,02-26412987,shinyicare@gmail.com,張萬利,20250101,20271231,20250110 16:09:25
臺南市私立美滿居家長照機構,1X1400040,臺南市永康區復興里復興路276-1號1樓,居家服務,06-3120203,mm3120203@gmail.com,林秀芳,20220125,20270228,20240321 14:40:53
屏基醫療財團法人附設屏基護理之家(屏東市日照),A31600045,屏東縣屏東市華山里瑞光路三段96號,日間照顧服務,08-7368686#7107,nursehome67604@gmail.com,薛玉皓,20240101,20261231,20240103 10:49:39
屏基醫療財團法人附設屏基護理之家(屏東市日照),A31600045,屏東縣屏東市華山里瑞光路三段96號,喘息服務,08-7368686#7107,nursehome67604@gmail.com,薛玉皓,20240101,20261231,20240103 10:50:23
晴天日照有限公司附設臺南市私立晴天社區長照機構,2V1400010,臺南市永康區南灣里18鄰立興街132號,喘息服務,06-2051941,sunnydcc.132@gmail.com,郭淑芳,20220201,20270228,20240229 16:34:37
宏昌生活有限公司附設新竹市私立一點一滴居家長照機構,1V0500002,新竹市東區復興里9鄰自由路113號9樓之3,喘息服務,936382513,honey24689@gmail.com,潘自誠,20250101,20271231,20250110 11:49:18
宏昌生活有限公司附設新竹市私立一點一滴居家長照機構,1V0500002,新竹市東區復興里9鄰自由路113號9樓之3,居家服務,936382513,honey24689@gmail.com,潘自誠,20250101,20271231,20250110 11:50:00
宏昌生活有限公司附設新竹市私立一點一滴居家長照機構,1V0500002,新竹市東區復興里9鄰自由路113號9樓之3,喘息服務,936382513,honey24689@gmail.com,潘自誠,20240101,20241231,20240110 18:57:27
臺南市私立善緣居家長照機構,1X1400036,臺南市新化區山?里頂山腳53之380號1樓,喘息服務,06-5839509,cijewiu5839509@gmail.com,黃勝雄,20240301,20270228,20240307 08:46:23
康年銀髮樂活股份有限公司附設臺北市私立康年復興社區長照機構,2R0100010,臺北市松山區復興北路309號4樓,日間照顧服務,25466881,ss309fs@gmail.com,蔡淑芬,20240101,20261231,20240104 15:00:22
有限責任臺南市第一照顧服務勞動合作社附設新北市私立第一居家長照機構,1T0200002,新北市樹林區樹南里中山路一段306巷1號1樓,喘息服務,976878678,T26822726@gmail.com,林建賓,20250101,20271231,20241226 14:04:06
有限責任臺南市第一照顧服務勞動合作社附設新北市私立第一居家長照機構,1T0200002,新北市樹林區樹南里中山路一段306巷1號1樓,居家服務,976878678,T26822726@gmail.com,林建賓,20220207,20241231,20220210 14:51:49
永愛居家護理所,B10100066,臺北市中正區福州街1號10樓之2,專業照護服務,02-23711959,yang9492@yahoo.com.tw,楊耀儀,20211206,20241231,20221229 21:39:44
湖水綠簡單生活有限公司附設新北市私立佑明居家長照機構,1R0200036,新北市三峽區復興路365號5樓,喘息服務,02-23081286,ad2.agape@gmail.com,陳意春,20220112,20241231,20220126 15:29:36
彰化縣私立翔逸之家社區長照機構,2X0900020,彰化縣員林市南平里永平街89號1樓,家庭托顧服務,977328470,iou661023@gmail.com,林柔君,20220101,20231231,20220113 09:20:35
益樂物理治療所,B40800046,臺中市南區江川里仁義街183號1、2樓,專業照護服務(CC01),988183126,nt32050@gmail.com,周易樂,20250101,20271231,20241226 11:05:43
渥康國際股份有限公司附設臺北市私立康禾社區長照機構,2R0100007,臺北市松山區南京東路三段285號3樓,日間照顧服務,77056178,khdaycare.service@gmail.com,林恩,20220101,20231231,20220209 10:30:21
群立長照有限公司附設高雄市私立群立居家長照機構,1V1500062,高雄市大寮區後庄里濱南街20號1樓,居家服務,07-7038559,a0966916768@gmail.com,蔡欣諺,20240701,20261231,20240627 18:55:08
暉秀有限公司附設臺南市私立暉秀綜合長照機構,4V1400001,臺南市南區新興里6鄰健康路二段19、21號,日間照顧服務,06-2618928,huishow0317@gmail.com,林安仁,20220601,20270228,20240307 09:17:56
暉秀有限公司附設臺南市私立暉秀綜合長照機構,4V1400001,臺南市南區新興里6鄰健康路二段19、21號,居家服務,06-2618928,huishow0317@gmail.com,林安仁,20240301,20270228,20240306 17:17:32
桃園市私立以樂居家長照機構,1X0400050,桃園市龍潭區健行路345巷67號2樓,居家服務,03-4095219,chenzm0105@gmail.com,宋慶輝,20220628,20261231,20250101 16:26:15
順好居家護理所,B10500020,新竹市北區水田里東大路二段83號8樓之7,專業照護服務,921504677,nursej1050@gmail.com,羅于婷,20220607,20231231,20220613 15:54:15
奇恩健康有限公司附設新北市私立奇恩居家長照機構,1R0200049,新北市三重區成功路68之3號1樓,居家服務,2974-0666,hsiuchin0623@gmail.com,馮兆筠,20220905,20241231,20220907 14:09:25
奇恩健康有限公司附設新北市私立奇恩居家長照機構,1R0200049,新北市三重區成功路68之3號1樓,喘息服務,2974-0666,hsiuchin0623@gmail.com,馮兆筠,20220905,20241231,20220907 14:10:39
奇恩健康有限公司附設新北市私立奇恩居家長照機構,1R0200049,新北市三重區成功路68之3號1樓,居家服務,2974-0666,hsiuchin0623@gmail.com,馮兆筠,20250101,20271231,20241218 13:51:58
奇恩健康有限公司附設新北市私立奇恩居家長照機構,1R0200049,新北市三重區成功路68之3號1樓,喘息服務,2974-0666,hsiuchin0623@gmail.com,馮兆筠,20250101,20271231,20241218 13:52:34
新北市私立宥馨居家長照機構,1X0200116,新北市三重區中正北路71巷5號,居家服務,912579540,love850316love@gmail.com,梅芳綺,20250101,20271231,20241226 10:53:50
屏東縣私立心青華居家長照機構,1X1600052,屏東縣屏東市清溪里大武路249號1樓,居家服務,08-7518128,a0908952553@gmail.com,林青穀,20240101,20261231,20240102 11:27:24
碧華居家職能治療所,B50200014,新北市三重區富華街98號,專業照護服務,0905-395-539,bihuaotclinic@gmail.com,廖皇閔,20220223,20241231,20230307 13:52:48
碧華居家職能治療所,B50200014,新北市三重區富華街98號,專業照護服務(CC01),0905-395-539,bihuaotclinic@gmail.com,廖皇閔,20231229,20251231,20240306 16:30:53
碧華居家職能治療所,B50200014,新北市三重區富華街98號,專業照護服務,0905-395-539,bihuaotclinic@gmail.com,廖皇閔,20250101,20271231,20241231 14:05:57
有限責任屏東縣同心照顧勞動合作社附設屏東縣私立同心居家長照機構,1N1600019,屏東縣屏東市一心里復興路181號1樓,居家服務,08-7516030,TH7322126@gmail.com,李世憲,20220707,20231231,20220707 15:32:00
屏東縣私立麗心居家長照機構,1X1600049,屏東縣屏東市新生里5鄰和生路一段827號1樓,居家服務,08-7531001,lisinltc@gmail.com,陳麗文,20240101,20261231,20240102 11:52:57
育和有限公司附設臺北市私立育和居家長照機構,1R0100040,臺北市大同區寧夏路23-1號2樓202室,喘息服務,0918-026-709,yuhe829@gmail.com,陳彥凱,20250101,20261231,20241030 18:34:17
日日福居家護理所,B10800126,臺中市西區公正里005鄰精誠路304巷13號1樓(部分面積),專業照護服務,937077262,care99er@gmail.com,曾士嬴,20220328,20241231,20231020 14:29:07
日日福居家護理所,B10800126,臺中市西區公正里005鄰精誠路304巷13號1樓(部分面積),專業照護服務,937077262,care99er@gmail.com,曾士嬴,20250101,20271231,20241127 10:31:17
吉盛交通股份有限公司,BA0100032,臺北市北投區育仁路155之1號2樓,交通接送服務(DA01),28289000,service@sharecar.tw,張竣凱,20240101,20261231,20240327 10:03:17
財團法人伊甸社會福利基金會附設宜蘭縣私立茂安頤福社區長照機構,2N1700007,宜蘭縣大同鄉茂安村泰雅路五段70號,小規模多機能服務,9809388,eden10247@eden.org.tw,陳宇昭,20211230,20261231,20241231 10:29:13
詠遠股份有限公司附設私立長頸鹿居家長照機構,1V0800064,臺中市東勢區南平里014鄰東關路7段362號1樓,居家服務,04-24637383,niwan.chen@gmail.com,陳莉芸,20250101,20271231,20241216 11:25:53
財團法人中臺科技大學私立謙和賀居家長照機構,1S0800037,臺中市北屯區?子里010鄰?子路666號(天機教學大樓二樓2228辦公室),居家服務,0935-497972,ctusthomecare@gmail.com,陳錦杏,20250101,20271231,20241219 16:28:43
財團法人中臺科技大學私立謙和賀居家長照機構,1S0800037,臺中市北屯區?子里010鄰?子路666號(天機教學大樓二樓2228辦公室),居家服務,0935-497972,ctusthomecare@gmail.com,陳錦杏,20220216,20241231,20230705 15:25:35
台東縣私立長濱願景社區長照機構,2X1900016,臺東縣長濱鄉長濱村11鄰296號,家庭托顧服務,0925-892995,Pig19830228@yahoo.com.tw,高凱偉,20220117,20241231,20240603 13:51:23
光明診所,B20900135,彰化縣埤頭鄉建興街130號,居家失能個案家庭醫師照護服務,04- 8924696   ,acb8924696@gmail.com,伊永義,20220101,20231231,20220124 13:37:45
原鄉居家護理所,B11900026,臺東縣成功鎮三民里廣州街12號,專業照護服務,089-850880,a0911888280@gmail.com,劉淑慧,20250101,20251231,20241231 10:57:06
屏東縣私立守愛居家長照機構,1X1600045,屏東縣屏東市大連里豐年街37號1樓,喘息服務,08-7360638,guardlove638@gmail.com,鄭安妮,20220614,20231231,20220614 15:48:54
屏東縣私立守愛居家長照機構,1X1600045,屏東縣屏東市大連里豐年街37號1樓,居家服務,08-7360638,guardlove638@gmail.com,鄭安妮,20240101,20261231,20240102 09:43:59
南投縣私立晴天居家長照機構,1X1000022,南投縣南投市嘉興里彰南路一段674巷51號1樓,居家服務,0975-936292,sunny2241925@gmail.com,李豐成,20220211,20231231,20220214 12:27:35
臺東縣關山鎮衛生所,B21900077,臺東縣關山鎮中福里中華路78號,居家失能個案家庭醫師照護服務,089-811042,Gus025@ttshb.taitung.gov.tw,胡毓雲,20220314,20241231,20240123 17:11:29
澎湖縣私立芳悅居家長照機構,1X2000002,澎湖縣馬公市東文里11鄰東文澳179-4號2樓,喘息服務,06-9221910,sunny37470@yahoo.com.tw,陳宥羚,20240701,20251231,20241206 17:27:34
青松健康股份有限公司附設南投縣私立稻香綜合長照機構,4N1000001,南投縣草屯鎮新豐里新豐路728巷30號1樓,居家服務,049-2300032,vip220@ms14.hinet.net,陳謀,20210726,20211231,20210922 08:32:03
青松健康股份有限公司附設南投縣私立稻香綜合長照機構,4N1000001,南投縣草屯鎮新豐里新豐路728巷30號1樓,居家服務,049-2300032,vip220@ms14.hinet.net,陳謀,20240101,20251231,20240131 08:20:53
社團法人高雄市心橋勵友協會,BE1500104,高雄市岡山區公園路2號,交通接送服務,6256066,heart.bridge@msa.hinet.net,蘇榮彬,20210803,20221231,20230101 13:36:09
臺北市私立和美居家長照機構,1X0100032,臺北市北投區八仙里北投路一段59號2樓,居家服務,02-28918131,huma1110224@gmail.com,詹弘毅,20220224,20231231,20220225 16:59:23
樂田健康生活有限公司附設新北市私立樂田居家長照機構,1X0200104,新北市樹林區柑園里學林路13號2樓,居家服務,955185838,rakudacare@gmail.com,黃冠惟,20220101,20241231,20220321 15:39:21
桃園市私立宜適康居家長照機構,1X0400038,桃園市平鎮區義民里延平路二段324號,居家服務,32757872,in851@usc.edu,林峻?,20211109,20261231,20250101 15:09:16
權家有限公司附設高雄市私立權家居家長照機構,1V1500049,高雄市美濃區東門里永安路20-5號(1F),居家服務,07-6810225,cyuanjiae@gmail.com,劉子銘,20240701,20261231,20240627 18:36:41
財團法人私立廣恩老人養護中心附設臺北市私立松山健康社區長照機構,2S0100023,臺北市松山區健康路225巷11號1樓,小規模多機能服務,27568777,gndc_ss@guannenn.org.tw,林偉峰,20250101,20261231,20250204 15:48:40
臺南市私立綠意居家長照機構,1X1400033,臺南市仁德區後壁里德洋路39巷11號1樓,喘息服務,06-2670311,aaa0929601922@gmail.com,鄭坤豪,20240301,20270228,20240307 08:45:33
馨香有限公司附設桃園市私立馨香居家長照機構,1V0400016,桃園市中壢區元化路218號8樓,居家服務,03-4904186,xinxiang20211101@gmail.com,馬燕柔,20220721,20261231,20250101 16:27:30
新竹市私立好事居家長照機構,1X0500010,新竹市北區大同里中正路107號4樓之9,居家服務,980866051,qa3854335@gmail.com,戴于婷,20230131,20231231,20230203 11:15:25
新竹市私立好事居家長照機構,1X0500010,新竹市北區大同里中正路107號4樓之9,喘息服務,980866051,qa3854335@gmail.com,戴于婷,20230213,20231231,20230217 13:51:54
台東縣私立長濱願景社區長照機構,2X1900016,臺東縣長濱鄉長濱村11鄰296號,家庭托顧服務,0925-892995,Pig19830228@yahoo.com.tw,高凱偉,20250101,20251231,20241227 18:43:36
力麗長青長照社團法人附設台北市私立長青居家長照機構,1J0100002,臺北市萬華區雙園里臺北市萬華區環河南路二段278之1號1樓,居家服務,02-2308-2996,nw7193@leagreen.com.tw,郭濟安,20220531,20231231,20220531 15:08:18
臺中市私立愛樂齡居家長照機構,1X0800185,臺中市潭子區潭陽里21鄰中山路二段209號1樓,居家服務,919606914,hamsaappcare@gmail.com,陳瑜,20220419,20241231,20230630 14:09:10
屏東縣私立守愛居家長照機構,1X1600045,屏東縣屏東市大連里豐年街37號1樓,居家服務,08-7360638,guardlove638@gmail.com,鄭安妮,20220614,20231231,20220614 15:47:51
高雄市私立仁安社區長照機構,2X1500048,高雄市林園區廣應里王公二路103號1樓,家庭托顧服務,07-6419591,a0932271081@gmail.com,劉季汝,20220114,20261231,20240628 17:24:14
花蓮縣私立心安家居家長照機構,1X1800025,花蓮縣花蓮市民勤里民權9街8號,居家服務,03-8230530,xah885885@gmail.com,貢韶辰,20220216,20261231,20240618 09:42:20
高雄市私立怡幸居家長照機構,1X1500099,高雄市鳳山區瑞竹路132號1樓,居家服務,07-7997766,lilu2011714@gmail.com,李幸錞,20230101,20240630,20231219 11:11:53
高雄市私立怡幸居家長照機構,1X1500099,高雄市鳳山區瑞竹路132號1樓,喘息服務,07-7997766,lilu2011714@gmail.com,李幸錞,20230101,20240630,20231230 18:06:45
碧華居家職能治療所,B50200014,新北市三重區富華街98號,專業照護服務,0905-395-539,bihuaotclinic@gmail.com,廖皇閔,20220225,20240105,20231229 16:19:27
臺南市私立愛樂悠永康社區長照機構,2X1400024,臺南市永康區西灣里永大路2段371-1號,喘息服務,06-2050951,iloveuforever0331@gmail.com,林建進,20210915,20270228,20240301 10:12:13
臺南市私立愛樂悠永康社區長照機構,2X1400024,臺南市永康區西灣里永大路2段371-1號,日間照顧服務,06-2050951,iloveuforever0331@gmail.com,林建進,20210719,20270228,20240229 16:25:29
財團法人天主教白永恩神父社會福利基金會附設宜蘭縣私立聖方濟大溪社區式服務類長期照顧服務機構,2S1700009,宜蘭縣頭城鎮濱海路五段150號,小規模多機能服務,39781906,daxi@francis.org.tw,王承前,20210429,20251231,20250207 11:13:38
私立宜佳綜合長照機構,4X0800003,臺中市北屯區平安里012鄰文心路四段752之4號,喘息服務,0918-778182,yijia1100401@gmail.com,賴宜婕,20220408,20241231,20230629 16:20:08
安得寶股份有限公司附設雲林縣私立安得寶居家長照機構,1N1100011,雲林縣臺西鄉海口村中山路435-6號1樓,喘息服務,05-6980076,adb6982683@gmail.com,劉景茂,20240919,20261231,20240923 11:48:14
京鶴實業有限公司私立廣佳居家長照機構,1V0800053,臺中市潭子區東寶里033鄰昌平路三段150巷42號1樓,居家服務,939632085,jinghemedical@gmail.com,林廣盛,20250101,20271231,20250103 11:38:04
家圓康健事業股份有限公司附設臺中市私立萬新居家長照機構,1V0800055,臺中市外埔區大東里16鄰甲后路五段160號2樓,居家服務,04-268003080970237050,vck7050@hotmail.com,張鉑銓,20220101,20241231,20230614 17:21:00
金旺租賃有限公司,BA0100026,臺北市中山區長春路172號7樓之8,交通接送服務(DA01),981896108,a0975672263@gmail.com,盧逸穎,20230601,20261231,20250102 09:27:06
希旺人生有限公司附設私立老樣子居家長照機構,1V0800056,臺中市大雅區上雅里13鄰雅環路二段310號2樓,居家服務,0925-906917,thesame0722@gmail.com,丘翰文,20250101,20271231,20250120 16:37:18
益樂物理治療所,B40800046,臺中市南區江川里仁義街183號1、2樓,專業照護服務,988183126,nt32050@gmail.com,周易樂,20220101,20241231,20221014 14:59:48
渥康國際股份有限公司附設臺北市私立康禾社區長照機構,2R0100007,臺北市松山區南京東路三段285號3樓,日間照顧服務,77056178,khdaycare.service@gmail.com,林恩,20250101,20271231,20241223 14:49:19
伯懷有限公司附設高雄市私立欣福居家長照機構,1V1500046,高雄市鳳山區武松里經武路202號2樓,專業照護服務,07-9721211,xinfu.homeservices@gmail.com,黃憶文,20250101,20261231,20241216 16:23:04
財團法人伊甸社會福利基金會,BD0100087,臺北市文山區萬芳里文山區萬美街一段55號3樓,社區式交通接送服務(BD03),05-2622631,edenC0619@eden.org.tw,羅紀?,20220401,20251231,20240201 13:54:56
新北市私立美心居家長照機構,1X0200109,新北市新莊區中原東路141號1、2樓,居家服務,0937-023785,mayshincare@gmail.com,杜彥甫,20250101,20271231,20241225 10:00:49
峰旺實業有限公司附設桃園市私立慈愛社區長照機構,2V0400003,桃園市中壢區幸福里002鄰延平路98號1樓,日間照顧服務,03-4515443,watermelon791030@gmail.com,高秋鑾,20220613,20251231,20250203 09:53:08
社團法人中華長照協會附設花蓮縣私立永樂居家長照機構,1R1800005,花蓮縣花蓮市國富里中山路719號1至2樓,居家服務,03-8461038,leesining@clc5.url.tw,金國良,20220513,20261231,20240603 15:43:07
富元長期照護股份有限公司附設新北市私立鑫康好居家長照機構,1V0200072,新北市板橋區重慶路245巷9弄1號1樓,喘息服務,0910-430-682,jiangsunyu13@gmail.com,蔣姝妤,20220617,20250131,20250210 08:23:55
群立長照有限公司附設高雄市私立群立居家長照機構,1V1500062,高雄市大寮區後庄里濱南街20號1樓,居家服務,07-7038559,a0966916768@gmail.com,蔡欣諺,20230101,20240630,20231219 11:16:39
暉秀有限公司附設臺南市私立暉秀綜合長照機構,4V1400001,臺南市南區新興里6鄰健康路二段19、21號,喘息服務,06-2618928,huishow0317@gmail.com,林安仁,20240301,20270228,20250306 09:27:53
億家安居家物理治療所,B40400024,新竹市北區海濱里聯興路55號,喘息服務,970813443,wholecarept@gmail.com,李?宇,20250101,20271231,20250101 16:57:24
宜蘭縣私立福全居家長照機構,1X1700013,宜蘭縣壯圍鄉莊敬路26號,喘息服務,03-9381989,fuquan9381989@gmail.com,張忠全,20250101,20251231,20250110 15:26:36
新北市私立宥馨居家長照機構,1X0200116,新北市三重區中正北路71巷5號,居家服務,912579540,love850316love@gmail.com,梅芳綺,20220810,20241231,20220812 15:53:37
社團法人銀色大門老人福利協會,BE1200015,嘉義縣民雄鄉建國路二段142-116號,營養餐飲服務,975273267,silvergate.delivery.for.elders@gmail.com,孫士姍,20230101,20231231,20230204 10:41:16
億家安居家物理治療所,B40400024,新竹市北區海濱里聯興路55號,喘息服務,970813443,wholecarept@gmail.com,李?宇,20221228,20231231,20230106 14:38:16
桃園市私立以樂居家長照機構,1X0400050,桃園市龍潭區健行路345巷67號2樓,喘息服務,03-4095219,chenzm0105@gmail.com,宋慶輝,20231229,20251231,20240103 09:14:37
權家有限公司附設高雄市私立權家居家長照機構,1V1500049,高雄市美濃區東門里永安路20-5號(1F),喘息服務,07-6810225,cyuanjiae@gmail.com,劉子銘,20240701,20261231,20240627 18:36:41
權家有限公司附設高雄市私立權家居家長照機構,1V1500049,高雄市美濃區東門里永安路20-5號(1F),喘息服務,07-6810225,cyuanjiae@gmail.com,劉子銘,20230101,20240630,20231230 18:08:55
社團法人台灣樂活服務發展協會附設臺北市私立樂活居家長照機構,1R0100037,臺北市大安區通化里信義路4段306號2樓L1室,居家服務,27552733,happy@happylife.org.tw,馬瑞辰,20211202,20231231,20211202 17:25:45
全安診所,B21300100,嘉義縣新港鄉宮前村中山路81號,居家失能個案家庭醫師照護服務,05-3746152,chuananclinic@gmail.com,吳威融,20210917,20221231,20211001 17:10:34
財團法人私立廣恩老人養護中心附設臺北市私立松山健康社區長照機構,2S0100023,臺北市松山區健康路225巷11號1樓,喘息服務,27568777,gndc_ss@guannenn.org.tw,林偉峰,20250101,20261231,20241030 18:55:40
高雄市私立和興居家長照機構,1X1500090,高雄市小港區桂陽路309巷5號1樓,喘息服務,77931609,HC91497704@gmail.com,陳湘蓁,20240701,20261231,20240627 17:38:03
臺南市私立綠意居家長照機構,1X1400033,臺南市仁德區後壁里德洋路39巷11號1樓,居家服務,06-2670311,aaa0929601922@gmail.com,鄭坤豪,20240301,20270228,20240307 08:45:51
彰化縣私立上桔居家長照機構,1X0900019,彰化縣鹿港鎮街尾里新興街160號1樓,喘息服務,04-7786283,fan6042@gmail.com,黃碧娟,20211015,20211231,20211013 11:36:00
家圓康健事業股份有限公司附設臺中市私立嵩田居社區長照機構,2V0800011,臺中市石岡區萬安里008鄰明德路132號1樓,喘息服務,04-25251738,vck7050@hotmail.com,張鉑銓,20220414,20241231,20230616 14:50:51
有限責任屏東縣同心照顧勞動合作社附設屏東縣私立同心居家長照機構,1N1600019,屏東縣屏東市一心里復興路181號1樓,喘息服務,08-7516030,TH7322126@gmail.com,李世憲,20220707,20231231,20220707 15:23:13
屏東縣私立麗心居家長照機構,1X1600049,屏東縣屏東市新生里5鄰和生路一段827號1樓,居家服務,08-7531001,lisinltc@gmail.com,陳麗文,20230323,20231231,20230324 19:47:21
育和有限公司附設臺北市私立育和居家長照機構,1R0100040,臺北市大同區寧夏路23-1號2樓202室,居家服務,0918-026-709,yuhe829@gmail.com,陳彥凱,20250101,20261231,20250205 11:50:34
高雄醫學大學附設高雄市私立大同建國社區(日間照顧)長照機構,2Y1500002,高雄市前金區草江里自立二路111號,日間照顧服務,07-2850631,likesmile0323@gmail.com,余明隆,20220419,20261231,20240701 17:20:40
新北市私立美心居家長照機構,1X0200109,新北市新莊區中原東路141號1、2樓,居家服務,0937-023785,mayshincare@gmail.com,杜彥甫,20220627,20241231,20220629 14:25:10
新北市私立美心居家長照機構,1X0200109,新北市新莊區中原東路141號1、2樓,喘息服務,0937-023785,mayshincare@gmail.com,杜彥甫,20250101,20271231,20241225 10:01:18
心適長照有限公司附設臺南市私立心適居家長照機構,1V1400051,臺南市安平區億載里永華十一街17巷37號1-2樓,居家服務,0929-168186,xinshilongcare@gmail.com,吳俊德,20220701,20270228,20240321 14:41:43
碧華居家職能治療所,B50200014,新北市三重區富華街98號,專業照護服務,0905-395-539,bihuaotclinic@gmail.com,廖皇閔,20231229,20251231,20240103 13:33:54
昌泰長照有限公司附設嘉義縣私立昌泰居家長照機構,1V1300012,嘉義縣大林鎮平和街45巷16號1樓,居家服務,05-2650686,asd84012320@gmail.com,李文宇,20220308,20251231,20240104 08:57:18
中華民國弘揚看護協會附設新竹市私立弘揚居家長照機構,1N0500003,新竹市東區公園里15鄰光復路二段481號6樓之4,喘息服務,03-5439138,mag.a0505@msa.hinet.net,廖雪玉,20220322,20231231,20220329 09:24:41
秀傳醫療社團法人附設彰化縣私立秀傳居家長照機構,1R0900004,彰化縣彰化市南?里中山路一段556巷27號1樓,喘息服務,04-7137039,homecareshow@gmail.com,黃士維,20220301,20261231,20231230 10:12:16
永樂長照有限公司附設雲林縣私立永樂居家式長期照顧服務機構,1N1100016,雲林縣斗南鎮南昌西路260巷12號,居家服務,55952333,yonglehome@gmail.com,葉珮珊,20220413,20261231,20240916 11:10:40
臺中市私立健豐社區長照機構,2X0800055,臺中市后里區墩東里16鄰福德路161巷13號1樓,喘息服務,911784779,hr1060701@gmail.com,邱良夷,20250101,20271231,20250313 15:51:55
欣然銀髮發展服務事業股份有限公司私立欣然社區長照機構,4V0100001,臺北市大同區星明里寧夏路32號4樓,日間照顧服務,2550-3500,xr85099741@gmail.com,吳紹涵,20220407,20231231,20220606 11:11:22
臺南市私立滿安居家長照機構,1X1400043,臺南市新營區民生里復興路148巷10號1樓,居家服務,06-6355151,manan6355151@gmail.com,吳佳怡,20220411,20270228,20240306 18:25:22
臺南市私立滿安居家長照機構,1X1400043,臺南市新營區民生里復興路148巷10號1樓,喘息服務,06-6355151,manan6355151@gmail.com,吳佳怡,20220501,20270228,20240306 18:25:10
財團法人新北市大樹社會福利基金會附設新北市私立林口仁愛綜合長照機構,4S0200003,新北市林口區仁愛里文化一路一段137號1樓,居家服務,02-26068117,jenai201410@gmail.com,鄭文洲,20250101,20271231,20241205 15:45:07
財團法人新北市大樹社會福利基金會附設新北市私立林口仁愛綜合長照機構,4S0200003,新北市林口區仁愛里文化一路一段137號1樓,日間照顧服務,02-26068117,jenai201410@gmail.com,鄭文洲,20220101,20241231,20220323 15:30:13
財團法人新北市大樹社會福利基金會附設新北市私立林口仁愛綜合長照機構,4S0200003,新北市林口區仁愛里文化一路一段137號1樓,居家服務,02-26068117,jenai201410@gmail.com,鄭文洲,20220101,20241231,20240131 10:33:51
伯懷有限公司附設高雄市私立欣福居家長照機構,1V1500046,高雄市鳳山區武松里經武路202號2樓,喘息服務,07-9721211,xinfu.homeservices@gmail.com,黃憶文,20240701,20261231,20240627 17:04:31
杏歆診所,B21900073,臺東縣太麻里鄉太麻里街253號,居家失能個案家庭醫師照護服務,089-783018,xingxinclinic@gmail.com,杜歆,20250101,20251231,20241231 11:36:29
曦優居家護理所,B10400063,桃園市龜山區光峰路千禧新城9號1樓,專業照護服務,03-2137588,ceonursing09@gmail.com,張佩雯,20210908,20231231,20230220 13:43:59
松德長照事業有限公司附設臺北市私立松德居家長照機構,1V0100033,臺北市大同區永樂里西寧北路112號2樓之4,喘息服務,02-25557985,songde2021@gmail.com,黃松共,20250101,20261231,20241122 10:38:13
松德長照事業有限公司附設臺北市私立松德居家長照機構,1V0100033,臺北市大同區永樂里西寧北路112號2樓之4,居家服務,02-25557985,songde2021@gmail.com,黃松共,20240101,20261231,20231229 18:23:59
敬一銀齡事業股份有限公司附設桃園市私立寶平綜合長照機構,4R0400004,桃園市桃園區寶安里南平路598號1樓,日間照顧服務,03-3017188,judy@genuinecare.com.tw,楊宜菁,20211012,20251231,20250203 10:47:11
雲林縣私立安喬居家長照機構,1X1100014,雲林縣虎尾鎮虎興西十二街58之1號,居家服務,05-6322634,ancho20100810@gmail.com,吳培君,20211109,20261231,20240916 11:03:55
雲林縣私立安喬居家長照機構,1X1100014,雲林縣虎尾鎮虎興西十二街58之1號,喘息服務,05-6322634,ancho20100810@gmail.com,吳培君,20240912,20261231,20240913 15:03:20
桃園市私立宜適康居家長照機構,1X0400038,桃園市平鎮區義民里延平路二段324號,喘息服務,32757872,in851@usc.edu,林峻?,20211228,20231231,20230118 14:40:20
社團法人台灣樂活服務發展協會附設臺北市私立樂活居家長照機構,1R0100037,臺北市大安區通化里信義路4段306號2樓L1室,居家服務,27552733,happy@happylife.org.tw,馬瑞辰,20250101,20261231,20250206 13:59:59
彰化縣私立上桔居家長照機構,1X0900019,彰化縣鹿港鎮街尾里新興街160號1樓,喘息服務,04-7786283,fan6042@gmail.com,黃碧娟,20220101,20261231,20231230 10:12:54
莊金城診所,B21400133,臺南市中西區永華里民權路一段171號,居家失能個案家庭醫師照護服務,06-2224381,mchg99@gmail.com,莊金城,20210101,20270228,20240308 15:01:23
顧得樂長照有限公司附設桃園市私立顧得樂居家長照機構,1V0400012,桃園市平鎮區環南路18號6樓之1-A室,喘息服務,03-4924757,a034259979@gmail.com,張譽籇,20240910,20251231,20240910 16:49:26
